,user_id,has_success_hard_attempts
356,948,False
357,949,False
358,954,True
359,956,False
360,963,True
361,968,True
362,969,True
363,975,False
364,978,True
365,981,False
366,983,True
367,984,True
368,985,True
369,989,True
370,990,False
371,991,True
372,994,True
373,995,False
374,996,True
375,998,False
376,1000,True
377,1001,False
378,1009,False
379,1011,False
380,1013,False
381,1015,False
382,1018,False
383,1020,False
384,1024,True
385,1026,False
386,1027,True
387,1028,True
388,1029,False
389,1031,False
390,1032,False
391,1033,True
392,1034,True
393,1036,False
394,1046,True
395,1048,False
396,1058,True
397,1064,False
398,1065,False
399,1066,True
400,1067,True
401,1075,False
402,1076,False
403,1077,False
404,1078,True
405,1080,True
406,1081,False
407,1082,True
408,1088,True
409,1089,True
410,1091,False
411,1093,False
412,1096,False
413,1103,False
414,1104,False
415,1107,True
416,1110,False
417,1111,False
418,1112,True
419,1113,True
420,1122,True
421,1123,False
422,1126,False
423,1128,True
424,1130,True
425,1139,True
426,1140,False
427,1142,True
428,1144,True
429,1146,True
430,1148,False
431,1150,True
432,1151,True
433,1155,False
434,1160,False
435,1161,True
436,1162,True
437,1163,True
438,1165,True
439,1167,True
440,1168,False
441,1169,False
442,1172,True
443,1174,False
444,1178,True
445,1179,False
446,1183,False
447,1185,False
448,1186,False
449,1188,True
450,1189,True
451,1190,False
452,1193,False
453,1194,False
454,1196,False
455,1199,True
456,1206,False
457,1207,True
458,1208,True
459,1210,False
460,1213,False
461,1215,True
462,1218,True
463,1221,False
464,1222,False
465,1224,True
466,1227,False
467,1234,False
468,1235,False
469,1236,True
470,1239,False
471,1248,False
472,1249,False
473,1260,False
474,1261,True
475,1264,True
476,1270,True
477,1272,False
478,1277,False
479,1278,True
480,1281,False
481,1282,False
482,1284,True
483,1290,False
484,1295,False
485,1297,True
486,1300,True
487,1304,True
488,1305,True
489,1310,False
490,1312,True
491,1315,False
492,1316,True
493,1318,True
494,1321,False
495,1324,False
496,1326,False
497,1327,True
498,1328,True
499,1329,True
500,1330,True
501,1331,False
502,1337,False
503,1342,True
504,1343,False
505,1344,False
506,1351,False
507,1355,False
508,1361,True
509,1363,False
510,1376,False
511,1382,False
512,1386,False
513,1389,False
514,1391,False
515,1393,False
516,1394,False
517,1396,False
518,1398,False
519,1401,True
520,1404,False
521,1406,True
522,1408,False
523,1409,True
524,1415,False
525,1418,True
526,1422,False
527,1423,True
528,1424,False
529,1430,False
530,1433,False
531,1446,False
532,1447,True
533,1448,False
534,1451,False
535,1456,False
536,1467,True
537,1468,True
538,1470,False
539,1473,False
540,1474,False
541,1475,False
542,1479,False
543,1480,False
544,1481,False
545,1483,False
546,1484,False
547,1487,False
548,1493,False
549,1495,False
550,1496,False
551,1497,False
552,1498,True
553,1499,False
554,1503,True
555,1509,False
556,1511,False
557,1513,True
558,1516,True
559,1517,False
560,1518,True
561,1519,False
562,1531,False
563,1533,True
564,1534,True
565,1535,False
566,1538,True
567,1542,False
568,1546,True
569,1547,True
570,1552,False
571,1557,True
572,1558,False
573,1560,False
574,1561,True
575,1562,True
576,1568,False
577,1569,False
578,1573,False
579,1574,False
580,1575,False
581,1576,True
582,1579,False
583,1583,False
584,1585,False
585,1588,False
586,1591,False
587,1594,True
588,1601,True
589,1602,True
590,1604,True
591,1606,True
592,1614,True
593,1618,False
594,1622,True
595,1625,False
596,1628,False
597,1629,True
598,1632,False
599,1633,True
600,1635,False
601,1643,False
602,1645,True
603,1649,True
604,1653,False
605,1661,False
606,1668,False
607,1669,False
608,1670,True
609,1672,False
610,1675,False
611,1676,False
612,1679,False
613,1683,False
614,1688,False
615,1691,False
616,1696,True
617,1700,False
618,1702,True
619,1703,False
620,1708,False
621,1711,False
622,1714,False
623,1715,False
624,1722,False
625,1723,True
626,1727,False
627,1732,False
628,1736,False
629,1737,False
630,1738,False
631,1742,True
632,1744,False
633,1749,False
634,1750,False
635,1752,True
636,1753,True
637,1758,True
638,1761,True
639,1762,False
640,1770,False
641,1780,False
642,1784,False
643,1790,False
644,1792,False
645,1795,True
646,1798,False
647,1799,False
648,1801,False
649,1802,True
650,1806,True
651,1807,True
652,1808,True
653,1811,True
654,1813,False
655,1815,False
656,1819,False
657,1827,False
658,1828,False
659,1834,True
660,1838,False
661,1843,True
662,1846,True
663,1847,False
664,1851,False
665,1852,True
666,1853,True
667,1854,False
668,1856,False
669,1857,True
670,1859,True
671,1863,False
672,1867,False
673,1869,False
674,1870,False
675,1875,False
676,1877,True
677,1879,False
678,1884,True
679,1885,False
680,1886,False
681,1890,False
682,1904,False
683,1910,True
684,1912,False
685,1913,True
686,1916,False
687,1919,False
688,1921,False
689,1926,False
690,1927,False
691,1932,False
692,1936,True
693,1937,True
694,1938,False
695,1945,False
696,1948,False
697,1949,False
698,1950,True
699,1976,False
700,1979,False
701,1983,False
702,1986,True
703,1991,False
704,2002,False
705,2003,True
706,2007,True
707,2008,False
708,2009,True
709,2010,False
710,2011,False
711,2022,True
712,2025,False
713,2027,False
714,2029,True
715,2030,False
716,2031,True
717,2035,False
718,2038,False
719,2040,True
720,2043,False
721,2047,False
722,2048,False
723,2050,True
724,2054,True
725,2058,True
726,2078,False
727,2080,False
728,2081,True
729,2087,False
730,2094,False
731,2098,True
732,2102,True
733,2104,True
734,2108,False
735,2112,False
736,2116,False
737,2119,False
738,2121,False
739,2124,True
740,2125,True
741,2129,False
742,2130,True
743,2131,False
744,2133,True
745,2134,True
746,2136,True
747,2137,True
748,2141,True
749,2144,True
750,2147,False
751,2154,False
752,2156,False
753,2157,False
754,2159,False
755,2162,True
756,2163,True
757,2166,False
758,2173,False
759,2175,False
760,2176,True
761,2177,True
762,2178,False
763,2181,False
764,2182,True
765,2184,False
766,2186,False
767,2189,False
768,2191,False
769,2193,True
770,2195,True
771,2197,False
772,2198,True
773,2210,True
774,2211,True
775,2212,False
776,2219,False
777,2221,True
778,2226,True
779,2229,True
780,2232,True
781,2233,False
782,2234,True
783,2237,True
784,2239,False
785,2240,False
786,2245,False
787,2248,True
788,2251,False
789,2252,False
790,2253,False
791,2258,False
792,2261,True
793,2269,False
794,2272,True
795,2277,False
796,2279,False
797,2284,False
798,2285,False
799,2286,False
800,2287,False
801,2290,False
802,2292,False
803,2297,True
804,2300,True
805,2301,False
806,2310,True
807,2312,True
808,2315,False
809,2320,False
810,2324,False
811,2328,False
812,2330,True
813,2332,False
814,2336,True
815,2337,False
816,2339,False
817,2341,True
818,2342,False
819,2344,True
820,2345,False
821,2350,True
822,2353,False
823,2355,False
824,2356,False
825,2357,False
826,2359,True
827,2360,False
828,2363,True
829,2366,False
830,2367,True
831,2368,False
832,2369,False
833,2374,False
834,2375,True
835,2383,True
836,2388,False
837,2391,False
838,2393,True
839,2394,False
840,2395,False
841,2396,False
842,2403,True
843,2404,True
844,2406,True
845,2407,False
846,2408,True
847,2412,False
848,2418,False
849,2420,True
850,2422,False
851,2433,False
852,2438,False
853,2443,True
854,2444,False
855,2445,False
856,2446,True
857,2447,False
858,2449,True
859,2451,True
860,2455,True
861,2456,False
862,2457,True
863,2462,False
864,2463,True
865,2469,False
866,2472,True
867,2474,True
868,2476,False
869,2477,False
870,2478,True
871,2479,True
872,2480,False
873,2484,False
874,2486,False
875,2490,False
876,2496,True
877,2498,False
878,2500,True
879,2505,True
880,2508,False
881,2509,False
882,2511,True
883,2512,False
884,2520,False
885,2523,False
886,2525,False
887,2528,True
888,2532,False
889,2534,False
890,2537,False
891,2538,True
892,2541,False
893,2542,False
894,2546,True
895,2547,True
896,2548,False
897,2549,False
898,2556,False
899,2557,True
900,2561,True
901,2565,False
902,2566,True
903,2577,True
904,2582,True
905,2586,False
906,2589,True
907,2592,False
908,2594,False
909,2598,False
910,2599,False
911,2600,False
912,2604,False
913,2612,True
914,2615,False
915,2617,True
916,2618,True
917,2619,True
918,2620,False
919,2625,False
920,2634,True
921,2638,True
922,2643,False
923,2644,True
924,2647,False
925,2650,True
926,2651,False
927,2652,False
928,2654,True
929,2657,False
930,2658,False
931,2659,True
932,2666,False
933,2677,False
934,2678,False
935,2679,False
936,2681,False
937,2683,False
938,2690,False
939,2692,True
940,2693,False
941,2694,True
942,2695,False
943,2697,True
944,2700,True
945,2703,True
946,2706,False
947,2707,True
948,2711,False
949,2712,False
950,2713,True
951,2716,False
952,2718,True
953,2719,False
954,2721,False
955,2727,False
956,2731,False
957,2734,True
958,2735,False
959,2736,False
960,2737,True
961,2739,True
962,2743,False
963,2746,False
964,2748,False
965,2750,False
966,2752,False
967,2753,False
968,2755,False
969,2758,True
970,2759,False
971,2762,False
972,2764,False
973,2765,True
974,2767,False
975,2768,False
976,2770,True
977,2780,False
978,2787,False
979,2793,False
980,2794,False
981,2795,False
982,2797,False
983,2799,False
984,2801,True
985,2803,False
986,2804,False
987,2805,False
988,2811,False
989,2813,False
990,2816,True
991,2818,True
992,2824,True
993,2825,False
994,2829,False
995,2830,False
996,2832,False
997,2836,True
998,2837,False
999,2839,True
1000,2842,False
1001,2848,False
1002,2850,False
1003,2853,True
1004,2855,True
1005,2856,False
1006,2857,True
1007,2858,True
1008,2867,False
1009,2870,False
1010,2878,False
1011,2879,True
1012,2882,True
1013,2883,False
1014,2890,False
1015,2891,False
1016,2892,False
1017,2894,True
1018,2896,False
1019,2900,True
1020,2901,False
1021,2903,True
1022,2905,False
1023,2909,True
1024,2910,False
1025,2916,False
1026,2918,False
1027,2919,False
1028,2922,False
1029,2923,False
1030,2938,False
1031,2943,False
1032,2950,False
1033,2953,False
1034,2957,False
1035,2965,False
1036,2969,False
1037,2972,False
1038,2975,False
1039,2978,False
1040,2981,False
1041,2982,False
1042,2983,False
1043,2984,True
1044,2986,False
1045,2988,True
1046,2997,True
1047,2998,True
1048,3000,False
1049,3001,True
1050,3003,False
1051,3009,True
1052,3011,False
1053,3015,False
1054,3016,False
1055,3018,False
1056,3019,False
1057,3020,False
1058,3021,True
1059,3026,False
1060,3027,False
1061,3032,False
1062,3033,False
1063,3034,False
1064,3036,False
1065,3041,True
1066,3042,False
1067,3044,True
1068,3058,True
1069,3067,False
1070,3068,False
1071,3069,False
1072,3072,True
1073,3074,True
1074,3078,False
1075,3081,False
1076,3084,True
1077,3085,False
1078,3087,False
1079,3088,True
1080,3094,True
1081,3095,False
1082,3096,False
1083,3098,True
1084,3102,False
1085,3103,True
1086,3105,False
1087,3107,False
1088,3109,True
1089,3112,True
1090,3122,False
1091,3123,False
1092,3124,False
1093,3129,True
1094,3133,False
1095,3134,False
1096,3135,False
1097,3138,True
1098,3139,False
1099,3144,True
1100,3146,False
1101,3148,True
1102,3150,False
1103,3152,True
1104,3153,True
1105,3154,False
1106,3158,True
1107,3162,True
1108,3180,True
1109,3182,False
1110,3186,True
1111,3187,False
1112,3190,False
1113,3195,False
1114,3203,False
1115,3204,True
1116,3205,False
1117,3208,False
1118,3210,False
1119,3211,False
1120,3213,False
1121,3222,True
1122,3223,False
1123,3228,False
1124,3229,True
1125,3231,True
1126,3233,False
1127,3234,False
1128,3241,True
1129,3246,False
1130,3253,False
1131,3254,False
1132,3255,False
1133,3258,True
1134,3259,False
1135,3260,False
1136,3266,True
1137,3270,True
1138,3272,True
1139,3275,False
1140,3278,True
1141,3280,False
1142,3281,False
1143,3285,True
1144,3288,False
1145,3298,False
1146,3301,True
1147,3303,False
1148,3308,True
1149,3310,False
1150,3312,True
1151,3318,True
1152,3322,False
1153,3323,False
1154,3326,True
1155,3328,True
1156,3330,True
1157,3333,True
1158,3334,False
1159,3338,True
1160,3339,False
1161,3341,False
1162,3343,False
1163,3345,False
1164,3346,False
1165,3354,True
1166,3358,False
1167,3360,False
1168,3361,True
1169,3363,True
1170,3365,False
1171,3367,False
1172,3368,True
1173,3371,True
1174,3375,False
1175,3377,True
1176,3380,True
1177,3384,False
1178,3386,True
1179,3387,False
1180,3389,False
1181,3391,False
1182,3393,True
1183,3396,False
1184,3398,False
1185,3409,False
1186,3410,False
1187,3411,False
1188,3413,False
1189,3415,False
1190,3416,False
1191,3423,False
1192,3424,False
1193,3425,True
1194,3427,False
1195,3429,True
1196,3431,False
1197,3433,False
1198,3440,True
1199,3442,False
1200,3449,False
1201,3450,False
1202,3453,False
1203,3454,False
1204,3455,False
1205,3456,True
1206,3457,True
1207,3464,True
1208,3467,False
1209,3470,False
1210,3471,True
1211,3473,False
1212,3474,False
1213,3476,False
1214,3477,False
1215,3488,True
1216,3501,False
1217,3504,False
1218,3509,False
1219,3510,True
1220,3512,True
1221,3516,True
1222,3518,True
1223,3519,False
1224,3522,False
1225,3524,False
1226,3526,False
1227,3527,False
1228,3528,True
1229,3530,True
1230,3531,True
1231,3533,False
1232,3534,False
1233,3537,False
1234,3540,False
1235,3546,False
1236,3550,False
1237,3552,False
1238,3556,True
1239,3557,True
1240,3559,False
1241,3562,True
1242,3565,True
1243,3572,False
1244,3573,True
1245,3576,False
1246,3585,False
1247,3587,False
1248,3588,False
1249,3589,True
1250,3590,True
1251,3591,False
1252,3592,False
1253,3594,False
1254,3597,False
1255,3600,True
1256,3601,False
1257,3604,False
1258,3605,True
1259,3606,True
1260,3607,False
1261,3612,False
1262,3614,False
1263,3616,False
1264,3618,True
1265,3621,False
1266,3624,False
1267,3625,False
1268,3630,False
1269,3636,False
1270,3639,True
1271,3642,False
1272,3643,True
1273,3646,True
1274,3651,True
1275,3658,True
1276,3659,True
1277,3660,True
1278,3661,False
1279,3668,False
1280,3669,False
1281,3673,True
1282,3680,False
1283,3682,True
1284,3685,True
1285,3694,True
1286,3697,False
1287,3702,False
1288,3703,False
1289,3712,True
1290,3715,False
1291,3717,True
1292,3719,False
1293,3720,False
1294,3721,False
1295,3723,False
1296,3724,True
1297,3726,True
1298,3730,False
1299,3734,False
1300,3740,False
1301,3745,False
1302,3746,True
1303,3755,False
1304,3762,False
1305,3763,True
1306,3764,True
1307,3777,True
1308,3779,True
1309,3784,True
1310,3786,True
1311,3788,True
1312,3789,True
1313,3791,False
1314,3800,False
1315,3807,True
1316,3808,True
1317,3814,False
1318,3815,False
1319,3816,False
1320,3819,True
1321,3821,True
1322,3822,False
1323,3823,True
1324,3825,True
1325,3831,False
1326,3834,True
1327,3836,True
1328,3837,False
1329,3838,True
1330,3839,False
1331,3840,False
1332,3841,True
1333,3842,True
1334,3844,False
1335,3855,True
1336,3857,True
1337,3864,False
1338,3866,False
1339,3867,False
1340,3868,True
1341,3871,False
1342,3876,False
1343,3879,False
1344,3881,False
1345,3891,False
1346,3895,False
1347,3896,False
1348,3897,False
1349,3899,True
1350,3900,True
1351,3901,True
1352,3904,False
1353,3905,True
1354,3906,True
1355,3909,False
1356,3915,True
1357,3916,True
1358,3920,False
1359,3922,False
1360,3923,True
1361,3931,True
1362,3937,False
1363,3943,False
1364,3946,True
1365,3948,True
1366,3949,False
1367,3951,False
1368,3955,False
1369,3961,False
1370,3962,True
1371,3964,False
1372,3965,False
1373,3968,True
1374,3969,True
1375,3971,True
1376,3974,False
1377,3975,True
1378,3987,True
1379,3990,True
1380,3996,False
1381,4000,False
1382,4001,True
1383,4004,False
1384,4005,False
1385,4009,False
1386,4011,False
1387,4013,False
1388,4017,True
1389,4023,False
1390,4024,True
1391,4026,True
1392,4027,False
1393,4028,False
1394,4031,False
1395,4032,False
1396,4033,False
1397,4034,False
1398,4037,True
1399,4041,True
1400,4043,False
1401,4044,False
1402,4045,False
1403,4048,False
1404,4051,False
1405,4052,False
1406,4054,False
1407,4055,False
1408,4059,False
1409,4067,False
1410,4068,False
1411,4078,False
1412,4081,True
1413,4083,False
1414,4089,False
1415,4090,True
1416,4092,True
1417,4093,False
1418,4099,False
1419,4101,False
1420,4103,True
1421,4105,False
1422,4106,True
1423,4108,False
1424,4110,False
1425,4111,False
1426,4113,False
1427,4115,False
1428,4122,True
1429,4123,True
1430,4126,False
1431,4129,False
1432,4131,False
1433,4132,True
1434,4134,False
1435,4139,False
1436,4141,False
1437,4142,False
1438,4149,False
1439,4150,False
1440,4151,True
1441,4152,True
1442,4153,False
1443,4155,False
1444,4157,True
1445,4161,False
1446,4163,True
1447,4167,True
1448,4168,True
1449,4172,True
1450,4179,True
1451,4181,True
1452,4182,True
1453,4185,False
1454,4189,True
1455,4192,True
1456,4197,False
1457,4198,True
1458,4201,False
1459,4204,True
1460,4210,True
1461,4211,False
1462,4213,False
1463,4214,False
1464,4215,True
1465,4220,False
1466,4222,False
1467,4230,True
1468,4237,True
1469,4239,True
1470,4249,False
1471,4250,False
1472,4252,False
1473,4259,False
1474,4266,False
1475,4267,False
1476,4274,False
1477,4279,True
1478,4283,True
1479,4288,True
1480,4291,False
1481,4292,False
1482,4296,True
1483,4297,True
1484,4299,True
1485,4303,False
1486,4305,True
1487,4308,False
1488,4309,False
1489,4310,False
1490,4313,True
1491,4314,True
1492,4315,True
1493,4317,True
1494,4320,True
1495,4321,True
1496,4326,True
1497,4328,True
1498,4339,True
1499,4351,False
1500,4353,False
1501,4354,False
1502,4355,False
1503,4357,False
1504,4359,False
1505,4360,False
1506,4361,True
1507,4364,False
1508,4365,False
1509,4366,False
1510,4367,True
1511,4373,True
1512,4374,True
1513,4380,False
1514,4381,False
1515,4386,False
1516,4387,False
1517,4392,False
1518,4393,False
1519,4395,True
1520,4399,False
1521,4406,True
1522,4411,False
1523,4417,True
1524,4418,False
1525,4421,True
1526,4425,True
1527,4429,False
1528,4430,False
1529,4433,False
1530,4437,True
1531,4438,False
1532,4439,True
1533,4441,False
1534,4442,False
1535,4444,True
1536,4453,False
1537,4454,False
1538,4455,False
1539,4456,True
1540,4457,True
1541,4460,False
1542,4462,True
1543,4463,True
1544,4465,True
1545,4466,False
1546,4475,True
1547,4476,True
1548,4479,False
1549,4483,False
1550,4486,False
1551,4490,False
1552,4492,False
1553,4493,False
1554,4500,False
1555,4504,True
1556,4515,False
1557,4516,True
1558,4517,True
1559,4519,False
1560,4521,True
1561,4522,False
1562,4527,False
1563,4530,False
1564,4531,True
1565,4532,False
1566,4538,False
1567,4539,False
1568,4540,False
1569,4542,False
1570,4544,True
1571,4546,True
1572,4547,False
1573,4557,False
1574,4565,False
1575,4567,False
1576,4568,False
1577,4571,False
1578,4572,True
1579,4575,True
1580,4578,True
1581,4585,True
1582,4589,False
1583,4591,False
1584,4601,True
1585,4602,False
1586,4605,True
1587,4606,False
1588,4607,False
1589,4610,True
1590,4612,False
1591,4614,False
1592,4615,False
1593,4619,False
1594,4620,True
1595,4622,False
1596,4625,True
1597,4634,True
1598,4645,False
1599,4646,True
1600,4648,False
1601,4653,False
1602,4654,True
1603,4655,True
1604,4662,False
1605,4663,True
1606,4665,False
1607,4669,False
1608,4673,True
1609,4680,False
1610,4681,True
1611,4683,False
1612,4684,False
1613,4685,True
1614,4686,False
1615,4687,True
1616,4693,False
1617,4698,False
1618,4702,False
1619,4703,False
1620,4705,False
1621,4709,False
1622,4711,True
1623,4713,True
1624,4720,False
1625,4721,False
1626,4729,False
1627,4730,False
1628,4732,False
1629,4735,True
1630,4737,False
1631,4738,False
1632,4744,False
1633,4745,False
1634,4746,False
1635,4751,False
1636,4753,False
1637,4754,False
1638,4756,False
1639,4760,False
1640,4762,True
1641,4770,False
1642,4772,False
1643,4773,True
1644,4774,True
1645,4778,True
1646,4783,False
1647,4784,True
1648,4787,False
1649,4792,False
1650,4794,True
1651,4795,True
1652,4798,False
1653,4804,False
1654,4806,True
1655,4810,False
1656,4811,True
1657,4812,False
1658,4814,False
1659,4819,False
1660,4822,True
1661,4824,False
1662,4826,False
1663,4827,False
1664,4828,True
1665,4830,False
1666,4834,False
1667,4837,True
1668,4838,True
1669,4842,False
1670,4844,True
1671,4850,True
1672,4852,False
1673,4854,False
1674,4855,True
1675,4860,False
1676,4867,True
1677,4868,False
1678,4873,True
1679,4874,True
1680,4875,True
1681,4879,False
1682,4886,False
1683,4891,False
1684,4894,False
1685,4898,True
1686,4899,True
1687,4903,True
1688,4905,True
1689,4906,False
1690,4912,True
1691,4914,False
1692,4917,True
1693,4921,False
1694,4923,True
1695,4929,True
1696,4935,False
1697,4942,True
1698,4945,False
1699,4946,False
1700,4950,True
1701,4954,False
1702,4956,False
1703,4957,False
1704,4959,True
1705,4962,False
1706,4964,False
1707,4965,True
1708,4967,True
1709,4969,False
1710,4971,True
1711,4973,False
1712,4974,True
1713,4977,False
1714,4978,False
1715,4979,False
1716,4981,True
1717,4983,True
1718,4984,True
1719,4988,True
1720,4990,False
1721,4996,False
1722,4999,False
1723,5000,False
1724,5005,False
1725,5013,True
1726,5016,False
1727,5017,False
1728,5019,False
1729,5022,True
1730,5032,False
1731,5038,True
1732,5040,False
1733,5050,True
1734,5058,False
1735,5062,True
1736,5063,True
1737,5067,True
1738,5074,False
1739,5076,False
1740,5081,True
1741,5082,False
1742,5083,False
1743,5086,False
1744,5088,False
1745,5098,False
1746,5100,True
1747,5102,False
1748,5105,True
1749,5110,False
1750,5111,True
1751,5113,False
1752,5117,False
1753,5119,True
1754,5122,False
1755,5124,False
1756,5125,True
1757,5126,True
1758,5131,True
1759,5134,True
1760,5136,False
1761,5140,False
1762,5141,False
1763,5142,True
1764,5146,False
1765,5154,False
1766,5156,True
1767,5166,True
1768,5169,False
1769,5171,False
1770,5172,False
1771,5174,False
1772,5175,False
1773,5178,True
1774,5181,False
1775,5191,False
1776,5196,False
1777,5201,True
1778,5205,False
1779,5206,False
1780,5209,True
1781,5212,True
1782,5214,False
1783,5215,True
1784,5221,False
1785,5226,True
1786,5228,False
1787,5229,False
1788,5234,False
1789,5237,True
1790,5239,True
1791,5242,True
1792,5244,False
1793,5247,True
1794,5250,True
1795,5251,False
1796,5253,False
1797,5257,False
1798,5258,False
1799,5259,True
1800,5262,False
1801,5276,False
1802,5277,False
1803,5278,True
1804,5286,False
1805,5288,False
1806,5290,False
1807,5292,True
1808,5298,False
1809,5301,True
1810,5307,True
1811,5314,True
1812,5315,False
1813,5316,True
1814,5322,False
1815,5327,False
1816,5335,True
1817,5340,False
1818,5341,True
1819,5342,False
1820,5345,False
1821,5346,False
1822,5347,True
1823,5349,True
1824,5354,True
1825,5357,True
1826,5361,False
1827,5362,False
1828,5363,False
1829,5364,True
1830,5365,False
1831,5370,False
1832,5371,False
1833,5373,True
1834,5375,True
1835,5376,True
1836,5377,True
1837,5379,False
1838,5381,False
1839,5384,True
1840,5390,False
1841,5393,True
1842,5394,True
1843,5402,False
1844,5410,False
1845,5412,False
1846,5415,False
1847,5416,False
1848,5417,True
1849,5421,False
1850,5430,False
1851,5431,True
1852,5438,True
1853,5440,True
1854,5443,False
1855,5449,True
1856,5454,True
1857,5455,True
1858,5458,False
1859,5462,False
1860,5464,False
1861,5471,False
1862,5474,False
1863,5476,False
1864,5479,False
1865,5488,True
1866,5501,True
1867,5504,False
1868,5506,False
1869,5508,False
1870,5511,False
1871,5514,True
1872,5517,False
1873,5529,False
1874,5532,False
1875,5533,True
1876,5534,False
1877,5537,True
1878,5543,True
1879,5548,False
1880,5551,False
1881,5552,False
1882,5553,True
1883,5562,True
1884,5564,False
1885,5565,True
1886,5567,False
1887,5568,False
1888,5570,True
1889,5573,True
1890,5576,True
1891,5577,True
1892,5579,True
1893,5585,True
1894,5586,False
1895,5587,False
1896,5593,True
1897,5596,True
1898,5599,False
1899,5602,True
1900,5605,False
1901,5606,False
1902,5608,False
1903,5609,False
1904,5612,False
1905,5614,False
1906,5615,False
1907,5617,False
1908,5620,False
1909,5623,True
1910,5625,False
1911,5626,False
1912,5629,False
1913,5630,False
1914,5633,True
1915,5636,True
1916,5638,False
1917,5639,False
